run_at,train_points,mae,model_desc
2025-10-10T14:45:42Z,17,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T14:51:59Z,17,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T14:57:37Z,17,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T15:13:32Z,18,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T15:30:15Z,18,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T15:39:57Z,18,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T15:46:26Z,18,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T15:52:45Z,18,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T15:58:32Z,18,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T16:19:18Z,19,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T16:40:23Z,19,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T16:51:00Z,19,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T16:56:51Z,19,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T17:11:40Z,20,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T17:28:01Z,20,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T17:37:28Z,20,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T17:43:48Z,20,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T17:50:11Z,20,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T17:56:19Z,20,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T18:16:11Z,21,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T18:41:50Z,21,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T18:51:56Z,21,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T18:57:42Z,21,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T19:10:53Z,22,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T19:23:48Z,22,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T19:30:07Z,22,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T19:37:24Z,22,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T19:43:52Z,22,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T19:49:42Z,22,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T19:55:43Z,22,0.0,baseline_hour_of_day + ewm_backfill,7,24
2025-10-10T20:10:01Z,23,0.0,baseline_hour_of_day + ewm_backfill,7,24
